_registry_row,strain_entity_id,current_genome_key,registry_accession_candidates,registry_accession_bases,n_accession_candidates,accession_source_columns
530,STRAIN_000531,GCF_002849915.1,GCF_002849915.1 | GCA_002849915.1,GCF_002849915 | GCA_002849915,2,"GCF_002849915.1:current_genome_key,primary_accession,gcf_accession || GCA_002849915.1:gca_accession,local_genome_files"
531,STRAIN_000532,GCF_002849935.1,GCF_002849935.1 | GCA_002849935.1,GCF_002849935 | GCA_002849935,2,"GCF_002849935.1:current_genome_key,primary_accession,gcf_accession || GCA_002849935.1:gca_accession,local_genome_files"
532,STRAIN_000533,GCF_002849955.1,GCF_002849955.1 | GCA_002849955.1,GCF_002849955 | GCA_002849955,2,"GCF_002849955.1:current_genome_key,primary_accession,gcf_accession || GCA_002849955.1:gca_accession,local_genome_files"
533,STRAIN_000534,GCF_002865565.1,GCF_002865565.1 | GCA_002865565.1,GCF_002865565 | GCA_002865565,2,"GCF_002865565.1:current_genome_key,primary_accession,gcf_accession || GCA_002865565.1:gca_accession,local_genome_files"
534,STRAIN_000535,GCF_002868755.1,GCF_002868755.1 | GCA_002868755.1,GCF_002868755 | GCA_002868755,2,"GCF_002868755.1:current_genome_key,primary_accession,gcf_accession || GCA_002868755.1:gca_accession,local_genome_files"
535,STRAIN_000536,GCF_002895225.1,GCF_002895225.1 | GCA_002895225.1,GCF_002895225 | GCA_002895225,2,"GCF_002895225.1:current_genome_key,primary_accession,gcf_accession || GCA_002895225.1:gca_accession,local_genome_files"
536,STRAIN_000537,GCF_002895245.1,GCF_002895245.1 | GCA_002895245.1,GCF_002895245 | GCA_002895245,2,"GCF_002895245.1:current_genome_key,primary_accession,gcf_accession || GCA_002895245.1:gca_accession,local_genome_files"
537,STRAIN_000538,GCF_002899655.1,GCF_002899655.1 | GCA_002899655.1,GCF_002899655 | GCA_002899655,2,"GCF_002899655.1:current_genome_key,primary_accession,gcf_accession || GCA_002899655.1:gca_accession,local_genome_files"
538,STRAIN_000539,GCF_002901165.3,GCF_002901165.3 | GCA_002901165.3,GCF_002901165 | GCA_002901165,2,"GCF_002901165.3:current_genome_key,primary_accession,gcf_accession || GCA_002901165.3:gca_accession,local_genome_files"
539,STRAIN_000540,GCF_002902825.1,GCF_002902825.1 | GCA_002902825.1,GCF_002902825 | GCA_002902825,2,"GCF_002902825.1:current_genome_key,primary_accession,gcf_accession || GCA_002902825.1:gca_accession,local_genome_files"
540,STRAIN_000541,GCF_002906875.1,GCF_002906875.1 | GCA_002906875.1,GCF_002906875 | GCA_002906875,2,"GCF_002906875.1:current_genome_key,primary_accession,gcf_accession || GCA_002906875.1:gca_accession,local_genome_files"
541,STRAIN_000542,GCF_002914865.1,GCF_002914865.1 | GCA_002914865.1,GCF_002914865 | GCA_002914865,2,"GCF_002914865.1:current_genome_key,primary_accession,gcf_accession || GCA_002914865.1:gca_accession,local_genome_files"
542,STRAIN_000543,GCF_002946455.1,GCF_002946455.1 | GCA_002946455.1,GCF_002946455 | GCA_002946455,2,"GCF_002946455.1:current_genome_key,primary_accession,gcf_accession || GCA_002946455.1:gca_accession,local_genome_files"
543,STRAIN_000544,GCF_002948215.1,GCF_002948215.1 | GCA_002948215.1,GCF_002948215 | GCA_002948215,2,"GCF_002948215.1:current_genome_key,primary_accession,gcf_accession || GCA_002948215.1:gca_accession,local_genome_files"
544,STRAIN_000545,GCF_002960215.1,GCF_002960215.1 | GCA_002960215.1,GCF_002960215 | GCA_002960215,2,"GCF_002960215.1:current_genome_key,primary_accession,gcf_accession || GCA_002960215.1:gca_accession,local_genome_files"
545,STRAIN_000546,GCF_002994725.1,GCF_002994725.1 | GCA_002994725.1,GCF_002994725 | GCA_002994725,2,"GCF_002994725.1:current_genome_key,primary_accession,gcf_accession || GCA_002994725.1:gca_accession,local_genome_files"
546,STRAIN_000547,GCF_003020005.1,GCF_003020005.1 | GCA_003020005.1,GCF_003020005 | GCA_003020005,2,"GCF_003020005.1:current_genome_key,primary_accession,gcf_accession || GCA_003020005.1:gca_accession,local_genome_files"
547,STRAIN_000548,GCF_003023825.1,GCF_003023825.1 | GCA_003023825.1,GCF_003023825 | GCA_003023825,2,"GCF_003023825.1:current_genome_key,primary_accession,gcf_accession || GCA_003023825.1:gca_accession,local_genome_files"
548,STRAIN_000549,GCF_003046055.1,GCF_003046055.1 | GCA_003046055.1,GCF_003046055 | GCA_003046055,2,"GCF_003046055.1:current_genome_key,primary_accession,gcf_accession || GCA_003046055.1:gca_accession,local_genome_files"
549,STRAIN_000550,GCF_003046075.1,GCF_003046075.1 | GCA_003046075.1,GCF_003046075 | GCA_003046075,2,"GCF_003046075.1:current_genome_key,primary_accession,gcf_accession || GCA_003046075.1:gca_accession,local_genome_files"
550,STRAIN_000551,GCF_003046115.1,GCF_003046115.1 | GCA_003046115.1,GCF_003046115 | GCA_003046115,2,"GCF_003046115.1:current_genome_key,primary_accession,gcf_accession || GCA_003046115.1:gca_accession,local_genome_files"
551,STRAIN_000552,GCF_003046135.1,GCF_003046135.1 | GCA_003046135.1,GCF_003046135 | GCA_003046135,2,"GCF_003046135.1:current_genome_key,primary_accession,gcf_accession || GCA_003046135.1:gca_accession,local_genome_files"
552,STRAIN_000553,GCF_003052855.1,GCF_003052855.1 | GCA_003052855.1,GCF_003052855 | GCA_003052855,2,"GCF_003052855.1:current_genome_key,primary_accession,gcf_accession || GCA_003052855.1:gca_accession,local_genome_files"
553,STRAIN_000554,GCF_003052925.1,GCF_003052925.1 | GCA_003052925.1,GCF_003052925 | GCA_003052925,2,"GCF_003052925.1:current_genome_key,primary_accession,gcf_accession || GCA_003052925.1:gca_accession,local_genome_files"
554,STRAIN_000555,GCF_003060705.1,GCF_003060705.1 | GCA_003060705.1,GCF_003060705 | GCA_003060705,2,"GCF_003060705.1:current_genome_key,primary_accession,gcf_accession || GCA_003060705.1:gca_accession,local_genome_files"
555,STRAIN_000556,GCF_003062045.1,GCF_003062045.1 | GCA_003062045.1,GCF_003062045 | GCA_003062045,2,"GCF_003062045.1:current_genome_key,primary_accession,gcf_accession || GCA_003062045.1:gca_accession,local_genome_files"
556,STRAIN_000557,GCF_003072625.1,GCF_003072625.1 | GCA_003072625.1,GCF_003072625 | GCA_003072625,2,"GCF_003072625.1:current_genome_key,primary_accession,gcf_accession || GCA_003072625.1:gca_accession,local_genome_files"
557,STRAIN_000558,GCF_003097595.1,GCF_003097595.1 | GCA_003097595.1,GCF_003097595 | GCA_003097595,2,"GCF_003097595.1:current_genome_key,primary_accession,gcf_accession || GCA_003097595.1:gca_accession,local_genome_files"
558,STRAIN_000559,GCF_003129615.1,GCF_003129615.1 | GCA_003129615.1,GCF_003129615 | GCA_003129615,2,"GCF_003129615.1:current_genome_key,primary_accession,gcf_accession || GCA_003129615.1:gca_accession,local_genome_files"
559,STRAIN_000560,GCF_003129645.1,GCF_003129645.1 | GCA_003129645.1,GCF_003129645 | GCA_003129645,2,"GCF_003129645.1:current_genome_key,primary_accession,gcf_accession || GCA_003129645.1:gca_accession,local_genome_files"
560,STRAIN_000561,GCF_003130445.1,GCF_003130445.1 | GCA_003130445.1,GCF_003130445 | GCA_003130445,2,"GCF_003130445.1:current_genome_key,primary_accession,gcf_accession || GCA_003130445.1:gca_accession,local_genome_files"
561,STRAIN_000562,GCF_003143915.1,GCF_003143915.1 | GCA_003143915.1,GCF_003143915 | GCA_003143915,2,"GCF_003143915.1:current_genome_key,primary_accession,gcf_accession || GCA_003143915.1:gca_accession,local_genome_files"
562,STRAIN_000563,GCF_003174815.1,GCF_003174815.1 | GCA_003174815.1,GCF_003174815 | GCA_003174815,2,"GCF_003174815.1:current_genome_key,primary_accession,gcf_accession || GCA_003174815.1:gca_accession,local_genome_files"
563,STRAIN_000564,GCF_003175015.1,GCF_003175015.1 | GCA_003175015.1,GCF_003175015 | GCA_003175015,2,"GCF_003175015.1:current_genome_key,primary_accession,gcf_accession || GCA_003175015.1:gca_accession,local_genome_files"
564,STRAIN_000565,GCF_003175115.1,GCF_003175115.1 | GCA_003175115.1,GCF_003175115 | GCA_003175115,2,"GCF_003175115.1:current_genome_key,primary_accession,gcf_accession || GCA_003175115.1:gca_accession,local_genome_files"
565,STRAIN_000566,GCF_003175125.1,GCF_003175125.1 | GCA_003175125.1,GCF_003175125 | GCA_003175125,2,"GCF_003175125.1:current_genome_key,primary_accession,gcf_accession || GCA_003175125.1:gca_accession,local_genome_files"
566,STRAIN_000567,GCF_003261135.1,GCF_003261135.1 | GCA_003261135.1,GCF_003261135 | GCA_003261135,2,"GCF_003261135.1:current_genome_key,primary_accession,gcf_accession || GCA_003261135.1:gca_accession,local_genome_files"
567,STRAIN_000568,GCF_003269405.1,GCF_003269405.1 | GCA_003269405.1,GCF_003269405 | GCA_003269405,2,"GCF_003269405.1:current_genome_key,primary_accession,gcf_accession || GCA_003269405.1:gca_accession,local_genome_files"
568,STRAIN_000569,GCF_003316895.1,GCF_003316895.1 | GCA_003316895.1,GCF_003316895 | GCA_003316895,2,"GCF_003316895.1:current_genome_key,primary_accession,gcf_accession || GCA_003316895.1:gca_accession,local_genome_files"
569,STRAIN_000570,GCF_003325395.1,GCF_003325395.1 | GCA_003325395.1,GCF_003325395 | GCA_003325395,2,"GCF_003325395.1:current_genome_key,primary_accession,gcf_accession || GCA_003325395.1:gca_accession,local_genome_files"
570,STRAIN_000571,GCF_003325775.1,GCF_003325775.1 | GCA_003325775.1,GCF_003325775 | GCA_003325775,2,"GCF_003325775.1:current_genome_key,primary_accession,gcf_accession || GCA_003325775.1:gca_accession,local_genome_files"
571,STRAIN_000572,GCF_003342655.1,GCF_003342655.1 | GCA_003342655.1,GCF_003342655 | GCA_003342655,2,"GCF_003342655.1:current_genome_key,primary_accession,gcf_accession || GCA_003342655.1:gca_accession,local_genome_files"
572,STRAIN_000573,GCF_003344825.1,GCF_003344825.1 | GCA_003344825.1,GCF_003344825 | GCA_003344825,2,"GCF_003344825.1:current_genome_key,primary_accession,gcf_accession || GCA_003344825.1:gca_accession,local_genome_files"
573,STRAIN_000574,GCF_003344845.1,GCF_003344845.1 | GCA_003344845.1,GCF_003344845 | GCA_003344845,2,"GCF_003344845.1:current_genome_key,primary_accession,gcf_accession || GCA_003344845.1:gca_accession,local_genome_files"
574,STRAIN_000575,GCF_003345725.1,GCF_003345725.1 | GCA_003345725.1,GCF_003345725 | GCA_003345725,2,"GCF_003345725.1:current_genome_key,primary_accession,gcf_accession || GCA_003345725.1:gca_accession,local_genome_files"
575,STRAIN_000576,GCF_003346315.1,GCF_003346315.1 | GCA_003346315.1,GCF_003346315 | GCA_003346315,2,"GCF_003346315.1:current_genome_key,primary_accession,gcf_accession || GCA_003346315.1:gca_accession,local_genome_files"
576,STRAIN_000577,GCF_003347445.1,GCF_003347445.1 | GCA_003347445.1,GCF_003347445 | GCA_003347445,2,"GCF_003347445.1:current_genome_key,primary_accession,gcf_accession || GCA_003347445.1:gca_accession,local_genome_files"
577,STRAIN_000578,GCF_003347455.1,GCF_003347455.1 | GCA_003347455.1,GCF_003347455 | GCA_003347455,2,"GCF_003347455.1:current_genome_key,primary_accession,gcf_accession || GCA_003347455.1:gca_accession,local_genome_files"
578,STRAIN_000579,GCF_003352125.1,GCF_003352125.1 | GCA_003352125.1,GCF_003352125 | GCA_003352125,2,"GCF_003352125.1:current_genome_key,primary_accession,gcf_accession || GCA_003352125.1:gca_accession,local_genome_files"
579,STRAIN_000580,GCF_003433395.1,GCF_003433395.1 | GCA_003433395.1,GCF_003433395 | GCA_003433395,2,"GCF_003433395.1:current_genome_key,primary_accession,gcf_accession || GCA_003433395.1:gca_accession,local_genome_files"
580,STRAIN_000581,GCF_003573895.1,GCF_003573895.1 | GCA_003573895.1,GCF_003573895 | GCA_003573895,2,"GCF_003573895.1:current_genome_key,primary_accession,gcf_accession || GCA_003573895.1:gca_accession,local_genome_files"
581,STRAIN_000582,GCF_003577505.1,GCF_003577505.1 | GCA_003577505.1,GCF_003577505 | GCA_003577505,2,"GCF_003577505.1:current_genome_key,primary_accession,gcf_accession || GCA_003577505.1:gca_accession,local_genome_files"
582,STRAIN_000583,GCF_003586485.1,GCF_003586485.1 | GCA_003586485.1,GCF_003586485 | GCA_003586485,2,"GCF_003586485.1:current_genome_key,primary_accession,gcf_accession || GCA_003586485.1:gca_accession,local_genome_files"
583,STRAIN_000584,GCF_003597635.1,GCF_003597635.1 | GCA_003597635.1,GCF_003597635 | GCA_003597635,2,"GCF_003597635.1:current_genome_key,primary_accession,gcf_accession || GCA_003597635.1:gca_accession,local_genome_files"
584,STRAIN_000585,GCF_003606305.1,GCF_003606305.1 | GCA_003606305.1,GCF_003606305 | GCA_003606305,2,"GCF_003606305.1:current_genome_key,primary_accession,gcf_accession || GCA_003606305.1:gca_accession,local_genome_files"
585,STRAIN_000586,GCF_003611015.1,GCF_003611015.1 | GCA_003611015.1,GCF_003611015 | GCA_003611015,2,"GCF_003611015.1:current_genome_key,primary_accession,gcf_accession || GCA_003611015.1:gca_accession,local_genome_files"
586,STRAIN_000587,GCF_003627255.1,GCF_003627255.1 | GCA_003627255.1,GCF_003627255 | GCA_003627255,2,"GCF_003627255.1:current_genome_key,primary_accession,gcf_accession || GCA_003627255.1:gca_accession,local_genome_files"
587,STRAIN_000588,GCF_003627355.1,GCF_003627355.1 | GCA_003627355.1,GCF_003627355 | GCA_003627355,2,"GCF_003627355.1:current_genome_key,primary_accession,gcf_accession || GCA_003627355.1:gca_accession,local_genome_files"
588,STRAIN_000589,GCF_003641085.1,GCF_003641085.1 | GCA_003641085.1,GCF_003641085 | GCA_003641085,2,"GCF_003641085.1:current_genome_key,primary_accession,gcf_accession || GCA_003641085.1:gca_accession,local_genome_files"
589,STRAIN_000590,GCF_003666485.1,GCF_003666485.1 | GCA_003666485.1,GCF_003666485 | GCA_003666485,2,"GCF_003666485.1:current_genome_key,primary_accession,gcf_accession || GCA_003666485.1:gca_accession,local_genome_files"
590,STRAIN_000591,GCF_003692725.1,GCF_003692725.1 | GCA_003692725.1,GCF_003692725 | GCA_003692725,2,"GCF_003692725.1:current_genome_key,primary_accession,gcf_accession || GCA_003692725.1:gca_accession,local_genome_files"
591,STRAIN_000592,GCF_003703875.1,GCF_003703875.1 | GCA_003703875.1,GCF_003703875 | GCA_003703875,2,"GCF_003703875.1:current_genome_key,primary_accession,gcf_accession || GCA_003703875.1:gca_accession,local_genome_files"
592,STRAIN_000593,GCF_003703885.1,GCF_003703885.1 | GCA_003703885.1,GCF_003703885 | GCA_003703885,2,"GCF_003703885.1:current_genome_key,primary_accession,gcf_accession || GCA_003703885.1:gca_accession,local_genome_files"
593,STRAIN_000594,GCF_003709415.1,GCF_003709415.1 | GCA_003709415.1,GCF_003709415 | GCA_003709415,2,"GCF_003709415.1:current_genome_key,primary_accession,gcf_accession || GCA_003709415.1:gca_accession,local_genome_files"
594,STRAIN_000595,GCF_003710225.1,GCF_003710225.1 | GCA_003710225.1,GCF_003710225 | GCA_003710225,2,"GCF_003710225.1:current_genome_key,primary_accession,gcf_accession || GCA_003710225.1:gca_accession,local_genome_files"
595,STRAIN_000596,GCF_003790365.1,GCF_003790365.1 | GCA_003790365.1,GCF_003790365 | GCA_003790365,2,"GCF_003790365.1:current_genome_key,primary_accession,gcf_accession || GCA_003790365.1:gca_accession,local_genome_files"
596,STRAIN_000597,GCF_003795255.1,GCF_003795255.1 | GCA_003795255.1,GCF_003795255 | GCA_003795255,2,"GCF_003795255.1:current_genome_key,primary_accession,gcf_accession || GCA_003795255.1:gca_accession,local_genome_files"
597,STRAIN_000598,GCF_003813125.1,GCF_003813125.1 | GCA_003813125.1,GCF_003813125 | GCA_003813125,2,"GCF_003813125.1:current_genome_key,primary_accession,gcf_accession || GCA_003813125.1:gca_accession,local_genome_files"
598,STRAIN_000599,GCF_003841395.1,GCF_003841395.1 | GCA_003841395.1,GCF_003841395 | GCA_003841395,2,"GCF_003841395.1:current_genome_key,primary_accession,gcf_accession || GCA_003841395.1:gca_accession,local_genome_files"
599,STRAIN_000600,GCF_003856735.1,GCF_003856735.1 | GCA_003856735.1,GCF_003856735 | GCA_003856735,2,"GCF_003856735.1:current_genome_key,primary_accession,gcf_accession || GCA_003856735.1:gca_accession,local_genome_files"
600,STRAIN_000601,GCF_003860425.1,GCF_003860425.1 | GCA_003860425.1,GCF_003860425 | GCA_003860425,2,"GCF_003860425.1:current_genome_key,primary_accession,gcf_accession || GCA_003860425.1:gca_accession,local_genome_files"
601,STRAIN_000602,GCF_003966835.1,GCF_003966835.1 | GCA_003966835.1,GCF_003966835 | GCA_003966835,2,"GCF_003966835.1:current_genome_key,primary_accession,gcf_accession || GCA_003966835.1:gca_accession,local_genome_files"
602,STRAIN_000603,GCF_003966855.1,GCF_003966855.1 | GCA_003966855.1,GCF_003966855 | GCA_003966855,2,"GCF_003966855.1:current_genome_key,primary_accession,gcf_accession || GCA_003966855.1:gca_accession,local_genome_files"
603,STRAIN_000604,GCF_003970855.1,GCF_003970855.1 | GCA_003970855.1,GCF_003970855 | GCA_003970855,2,"GCF_003970855.1:current_genome_key,primary_accession,gcf_accession || GCA_003970855.1:gca_accession,local_genome_files"
604,STRAIN_000605,GCF_003999275.1,GCF_003999275.1 | GCA_003999275.1,GCF_003999275 | GCA_003999275,2,"GCF_003999275.1:current_genome_key,primary_accession,gcf_accession || GCA_003999275.1:gca_accession,local_genome_files"
605,STRAIN_000606,GCF_003999605.1,GCF_003999605.1 | GCA_003999605.1,GCF_003999605 | GCA_003999605,2,"GCF_003999605.1:current_genome_key,primary_accession,gcf_accession || GCA_003999605.1:gca_accession,local_genome_files"
606,STRAIN_000607,GCF_004028295.1,GCF_004028295.1 | GCA_004028295.1,GCF_004028295 | GCA_004028295,2,"GCF_004028295.1:current_genome_key,primary_accession,gcf_accession || GCA_004028295.1:gca_accession,local_genome_files"
607,STRAIN_000608,GCF_004028315.1,GCF_004028315.1 | GCA_004028315.1,GCF_004028315 | GCA_004028315,2,"GCF_004028315.1:current_genome_key,primary_accession,gcf_accession || GCA_004028315.1:gca_accession,local_genome_files"
608,STRAIN_000609,GCF_004028335.1,GCF_004028335.1 | GCA_004028335.1,GCF_004028335 | GCA_004028335,2,"GCF_004028335.1:current_genome_key,primary_accession,gcf_accession || GCA_004028335.1:gca_accession,local_genome_files"
609,STRAIN_000610,GCF_004114715.1,GCF_004114715.1 | GCA_004114715.1,GCF_004114715 | GCA_004114715,2,"GCF_004114715.1:current_genome_key,primary_accession,gcf_accession || GCA_004114715.1:gca_accession,local_genome_files"
610,STRAIN_000611,GCF_004118615.1,GCF_004118615.1 | GCA_004118615.1,GCF_004118615 | GCA_004118615,2,"GCF_004118615.1:current_genome_key,primary_accession,gcf_accession || GCA_004118615.1:gca_accession,local_genome_files"
611,STRAIN_000612,GCF_004122965.1,GCF_004122965.1 | GCA_004122965.1,GCF_004122965 | GCA_004122965,2,"GCF_004122965.1:current_genome_key,primary_accession,gcf_accession || GCA_004122965.1:gca_accession,local_genome_files"
612,STRAIN_000613,GCF_004123035.1,GCF_004123035.1 | GCA_004123035.1,GCF_004123035 | GCA_004123035,2,"GCF_004123035.1:current_genome_key,primary_accession,gcf_accession || GCA_004123035.1:gca_accession,local_genome_files"
613,STRAIN_000614,GCF_004125375.1,GCF_004125375.1 | GCA_004125375.1,GCF_004125375 | GCA_004125375,2,"GCF_004125375.1:current_genome_key,primary_accession,gcf_accession || GCA_004125375.1:gca_accession,local_genome_files"
614,STRAIN_000615,GCF_004135895.1,GCF_004135895.1 | GCA_004135895.1,GCF_004135895 | GCA_004135895,2,"GCF_004135895.1:current_genome_key,primary_accession,gcf_accession || GCA_004135895.1:gca_accession,local_genome_files"
615,STRAIN_000616,GCF_004208815.1,GCF_004208815.1 | GCA_004208815.1,GCF_004208815 | GCA_004208815,2,"GCF_004208815.1:current_genome_key,primary_accession,gcf_accession || GCA_004208815.1:gca_accession,local_genome_files"
616,STRAIN_000617,GCF_004301305.1,GCF_004301305.1 | GCA_004301305.1,GCF_004301305 | GCA_004301305,2,"GCF_004301305.1:current_genome_key,primary_accession,gcf_accession || GCA_004301305.1:gca_accession,local_genome_files"
617,STRAIN_000618,GCF_004301335.1,GCF_004301335.1 | GCA_004301335.1,GCF_004301335 | GCA_004301335,2,"GCF_004301335.1:current_genome_key,primary_accession,gcf_accession || GCA_004301335.1:gca_accession,local_genome_files"
618,STRAIN_000619,GCF_004301645.1,GCF_004301645.1 | GCA_004301645.1,GCF_004301645 | GCA_004301645,2,"GCF_004301645.1:current_genome_key,primary_accession,gcf_accession || GCA_004301645.1:gca_accession,local_genome_files"
619,STRAIN_000620,GCF_004301685.1,GCF_004301685.1 | GCA_004301685.1,GCF_004301685 | GCA_004301685,2,"GCF_004301685.1:current_genome_key,primary_accession,gcf_accession || GCA_004301685.1:gca_accession,local_genome_files"
620,STRAIN_000621,GCF_004301915.1,GCF_004301915.1 | GCA_004301915.1,GCF_004301915 | GCA_004301915,2,"GCF_004301915.1:current_genome_key,primary_accession,gcf_accession || GCA_004301915.1:gca_accession,local_genome_files"
621,STRAIN_000622,GCF_004319685.1,GCF_004319685.1 | GCA_004319685.1,GCF_004319685 | GCA_004319685,2,"GCF_004319685.1:current_genome_key,primary_accession,gcf_accession || GCA_004319685.1:gca_accession,local_genome_files"
622,STRAIN_000623,GCF_004337615.1,GCF_004337615.1 | GCA_004337615.1,GCF_004337615 | GCA_004337615,2,"GCF_004337615.1:current_genome_key,primary_accession,gcf_accession || GCA_004337615.1:gca_accession,local_genome_files"
623,STRAIN_000624,GCF_004348805.1,GCF_004348805.1 | GCA_004348805.1,GCF_004348805 | GCA_004348805,2,"GCF_004348805.1:current_genome_key,primary_accession,gcf_accession || GCA_004348805.1:gca_accession,local_genome_files"
624,STRAIN_000625,GCF_004349685.1,GCF_004349685.1 | GCA_004349685.1,GCF_004349685 | GCA_004349685,2,"GCF_004349685.1:current_genome_key,primary_accession,gcf_accession || GCA_004349685.1:gca_accession,local_genome_files"
625,STRAIN_000626,GCF_004354485.1,GCF_004354485.1 | GCA_004354485.1,GCF_004354485 | GCA_004354485,2,"GCF_004354485.1:current_genome_key,primary_accession,gcf_accession || GCA_004354485.1:gca_accession,local_genome_files"
626,STRAIN_000627,GCF_004354655.1,GCF_004354655.1 | GCA_004354655.1,GCF_004354655 | GCA_004354655,2,"GCF_004354655.1:current_genome_key,primary_accession,gcf_accession || GCA_004354655.1:gca_accession,local_genome_files"
627,STRAIN_000628,GCF_004355265.1,GCF_004355265.1 | GCA_004355265.1,GCF_004355265 | GCA_004355265,2,"GCF_004355265.1:current_genome_key,primary_accession,gcf_accession || GCA_004355265.1:gca_accession,local_genome_files"
628,STRAIN_000629,GCF_004368425.1,GCF_004368425.1 | GCA_004368425.1,GCF_004368425 | GCA_004368425,2,"GCF_004368425.1:current_genome_key,primary_accession,gcf_accession || GCA_004368425.1:gca_accession,local_genome_files"
629,STRAIN_000630,GCF_004683785.1,GCF_004683785.1 | GCA_004683785.1,GCF_004683785 | GCA_004683785,2,"GCF_004683785.1:current_genome_key,primary_accession,gcf_accession || GCA_004683785.1:gca_accession,local_genome_files"
630,STRAIN_000631,GCF_004683835.1,GCF_004683835.1 | GCA_004683835.1,GCF_004683835 | GCA_004683835,2,"GCF_004683835.1:current_genome_key,primary_accession,gcf_accession || GCA_004683835.1:gca_accession,local_genome_files"
631,STRAIN_000632,GCF_004730965.1,GCF_004730965.1 | GCA_004730965.1,GCF_004730965 | GCA_004730965,2,"GCF_004730965.1:current_genome_key,primary_accession,gcf_accession || GCA_004730965.1:gca_accession,local_genome_files"
632,STRAIN_000633,GCF_004795205.1,GCF_004795205.1 | GCA_004795205.1,GCF_004795205 | GCA_004795205,2,"GCF_004795205.1:current_genome_key,primary_accession,gcf_accession || GCA_004795205.1:gca_accession,local_genome_files"
633,STRAIN_000634,GCF_004799295.1,GCF_004799295.1 | GCA_004799295.1,GCF_004799295 | GCA_004799295,2,"GCF_004799295.1:current_genome_key,primary_accession,gcf_accession || GCA_004799295.1:gca_accession,local_genome_files"
634,STRAIN_000635,GCF_004802595.1,GCF_004802595.1 | GCA_004802595.1,GCF_004802595 | GCA_004802595,2,"GCF_004802595.1:current_genome_key,primary_accession,gcf_accession || GCA_004802595.1:gca_accession,local_genome_files"
635,STRAIN_000636,GCF_004803425.1,GCF_004803425.1 | GCA_004803425.1,GCF_004803425 | GCA_004803425,2,"GCF_004803425.1:current_genome_key,primary_accession,gcf_accession || GCA_004803425.1:gca_accession,local_genome_files"
636,STRAIN_000637,GCF_004919065.2,GCF_004919065.2 | GCA_004919065.2,GCF_004919065 | GCA_004919065,2,"GCF_004919065.2:current_genome_key,primary_accession,gcf_accession || GCA_004919065.2:gca_accession,local_genome_files"
637,STRAIN_000638,GCF_004936435.1,GCF_004936435.1 | GCA_004936435.1,GCF_004936435 | GCA_004936435,2,"GCF_004936435.1:current_genome_key,primary_accession,gcf_accession || GCA_004936435.1:gca_accession,local_genome_files"
638,STRAIN_000639,GCF_006151905.1,GCF_006151905.1 | GCA_006151905.1,GCF_006151905 | GCA_006151905,2,"GCF_006151905.1:current_genome_key,primary_accession,gcf_accession || GCA_006151905.1:gca_accession,local_genome_files"
639,STRAIN_000640,GCF_006228265.1,GCF_006228265.1 | GCA_006228265.1,GCF_006228265 | GCA_006228265,2,"GCF_006228265.1:current_genome_key,primary_accession,gcf_accession || GCA_006228265.1:gca_accession,local_genome_files"
640,STRAIN_000641,GCF_006228305.1,GCF_006228305.1 | GCA_006228305.1,GCF_006228305 | GCA_006228305,2,"GCF_006228305.1:current_genome_key,primary_accession,gcf_accession || GCA_006228305.1:gca_accession,local_genome_files"
641,STRAIN_000642,GCF_006381935.1,GCF_006381935.1 | GCA_006381935.1,GCF_006381935 | GCA_006381935,2,"GCF_006381935.1:current_genome_key,primary_accession,gcf_accession || GCA_006381935.1:gca_accession,local_genome_files"
642,STRAIN_000643,GCF_006382065.1,GCF_006382065.1 | GCA_006382065.1,GCF_006382065 | GCA_006382065,2,"GCF_006382065.1:current_genome_key,primary_accession,gcf_accession || GCA_006382065.1:gca_accession,local_genome_files"
643,STRAIN_000644,GCF_006770505.1,GCF_006770505.1 | GCA_006770505.1,GCF_006770505 | GCA_006770505,2,"GCF_006770505.1:current_genome_key,primary_accession,gcf_accession || GCA_006770505.1:gca_accession,local_genome_files"
644,STRAIN_000645,GCF_006874665.1,GCF_006874665.1 | GCA_006874665.1,GCF_006874665 | GCA_006874665,2,"GCF_006874665.1:current_genome_key,primary_accession,gcf_accession || GCA_006874665.1:gca_accession,local_genome_files"
645,STRAIN_000646,GCF_007833595.1,GCF_007833595.1 | GCA_007833595.1,GCF_007833595 | GCA_007833595,2,"GCF_007833595.1:current_genome_key,primary_accession,gcf_accession || GCA_007833595.1:gca_accession,local_genome_files"
646,STRAIN_000647,GCF_007989125.1,GCF_007989125.1 | GCA_007989125.1,GCF_007989125 | GCA_007989125,2,"GCF_007989125.1:current_genome_key,primary_accession,gcf_accession || GCA_007989125.1:gca_accession,local_genome_files"
647,STRAIN_000648,GCF_007989185.1,GCF_007989185.1 | GCA_007989185.1,GCF_007989185 | GCA_007989185,2,"GCF_007989185.1:current_genome_key,primary_accession,gcf_accession || GCA_007989185.1:gca_accession,local_genome_files"
648,STRAIN_000649,GCF_007989685.1,GCF_007989685.1 | GCA_007989685.1,GCF_007989685 | GCA_007989685,2,"GCF_007989685.1:current_genome_key,primary_accession,gcf_accession || GCA_007989685.1:gca_accession,local_genome_files"
649,STRAIN_000650,GCF_007990855.1,GCF_007990855.1 | GCA_007990855.1,GCF_007990855 | GCA_007990855,2,"GCF_007990855.1:current_genome_key,primary_accession,gcf_accession || GCA_007990855.1:gca_accession,local_genome_files"
